STT,Type,Vendor,Name,IP Address,Status,SNMP String,Miền,Tỉnh,DevGr
623,TDM-IP,Cisco,LSW-PYPH21,10.250.146.13,On,cisco,Trung,PhuYen_TDMIP,
624,TDM-IP,Cisco,LSW-PYPH22,10.250.146.12,Lock,cisco,Trung,PhuYen_TDMIP,
625,TDM-IP,Cisco,LSW-PYPH27,10.250.146.14,On,cisco,Trung,PhuYen_TDMIP,
626,TDM-IP,Cisco,LSW-PYPH32,10.250.146.9,Lock,cisco,Trung,PhuYen_TDMIP,
627,TDM-IP,Juniper,LSW-PYPY05,10.250.146.3,Lock,Mobifone@123,Trung,PhuYen_CSG,
628,TDM-IP,Cisco,LSW-PYPY12,10.174.93.170,On,cisco,Trung,PhuYen_TDMIP,
629,TDM-IP,Cisco,LSW-PYPY31,10.174.93.184,On,cisco,Trung,PhuYen_TDMIP,
630,TDM-IP,Cisco,LSW-PYPY37,10.250.146.11,On,cisco,Trung,PhuYen_TDMIP,
631,TDM-IP,Cisco,LSW-PYSA01,10.250.146.66,On,cisco,Trung,PhuYen_TDMIP,
632,TDM-IP,Cisco,LSW-PYSA04,10.250.146.60,On,cisco,Trung,PhuYen_TDMIP,
633,TDM-IP,Cisco,LSW-PYSA06,10.250.146.16,On,cisco,Trung,PhuYen_TDMIP,
634,TDM-IP,Cisco,LSW-PYSA07,10.250.146.62,On,cisco,Trung,PhuYen_TDMIP,
635,TDM-IP,Cisco,LSW-PYSA08,10.250.146.61,On,cisco,Trung,PhuYen_TDMIP,
636,TDM-IP,Cisco,LSW-PYSA17,10.174.93.189,On,cisco,Trung,PhuYen_TDMIP,
637,TDM-IP,Cisco,LSW-PYSA20,10.250.146.15,On,cisco,Trung,PhuYen_TDMIP,
638,TDM-IP,Cisco,LSW-PYSA23,10.174.93.191,On,cisco,Trung,PhuYen_TDMIP,
639,TDM-IP,Cisco,LSW-PYSA24,10.174.93.192,On,cisco,Trung,PhuYen_TDMIP,
640,TDM-IP,Cisco,LSW-PYSA27,10.250.146.64,On,cisco,Trung,PhuYen_TDMIP,
641,TDM-IP,Cisco,LSW-PYSA32,10.250.146.19,On,cisco,Trung,PhuYen_TDMIP,
642,TDM-IP,Cisco,LSW-PYSA34,10.250.146.20,On,cisco,Trung,PhuYen_TDMIP,
643,TDM-IP,Cisco,LSW-PYSC02,10.174.93.193,On,cisco,Trung,PhuYen_TDMIP,
644,TDM-IP,Cisco,LSW-PYSC04-1,10.174.93.167,On,cisco,Trung,PhuYen_TDMIP,
645,TDM-IP,Cisco,LSW-PYSC04-2,10.250.146.51,On,cisco,Trung,PhuYen_TDMIP,
646,TDM-IP,Cisco,LSW-PYSC07,10.174.93.196,On,cisco,Trung,PhuYen_TDMIP,
647,TDM-IP,Cisco,LSW-PYSC08,10.174.93.197,On,cisco,Trung,PhuYen_TDMIP,
648,TDM-IP,Cisco,LSW-PYSC09,10.174.93.198,On,cisco,Trung,PhuYen_TDMIP,
649,TDM-IP,Cisco,LSW-PYSC11,10.174.93.199,On,cisco,Trung,PhuYen_TDMIP,
650,TDM-IP,Cisco,LSW-PYSC13,10.250.146.54,On,cisco,Trung,PhuYen_TDMIP,
651,TDM-IP,Cisco,LSW-PYSC14,10.174.93.200,On,cisco,Trung,PhuYen_TDMIP,
652,TDM-IP,Cisco,LSW-PYSC17,10.174.93.201,Lock,cisco,Trung,PhuYen_TDMIP,
653,TDM-IP,Cisco,LSW-PYSC23,10.174.93.202,On,cisco,Trung,PhuYen_TDMIP,
654,TDM-IP,Cisco,LSW-PYSC24,10.174.93.203,On,cisco,Trung,PhuYen_TDMIP,
655,TDM-IP,Cisco,LSW-PYSC27,10.174.93.204,Lock,cisco,Trung,PhuYen_TDMIP,
656,TDM-IP,Cisco,LSW-PYSC28,10.174.93.205,Lock,cisco,Trung,PhuYen_TDMIP,
657,TDM-IP,Cisco,LSW-PYSC30,10.174.93.206,On,cisco,Trung,PhuYen_TDMIP,
658,TDM-IP,Cisco,LSW-PYSC33,10.250.146.53,On,cisco,Trung,PhuYen_TDMIP,
659,TDM-IP,Cisco,LSW-PYSC34,10.250.146.57,On,cisco,Trung,PhuYen_TDMIP,
660,TDM-IP,Cisco,LSW-PYSC35,10.250.146.55,On,cisco,Trung,PhuYen_TDMIP,
661,TDM-IP,Cisco,LSW-PYSC36,10.250.146.52,On,cisco,Trung,PhuYen_TDMIP,
662,TDM-IP,Cisco,LSW-PYSC42,10.250.146.56,On,cisco,Trung,PhuYen_TDMIP,
663,TDM-IP,Cisco,LSW-PYSC43,10.250.146.58,Lock,cisco,Trung,PhuYen_TDMIP,
664,TDM-IP,Cisco,LSW-PYSH01,10.250.146.67,On,cisco,Trung,PhuYen_TDMIP,
665,TDM-IP,Cisco,LSW-PYSH03,10.174.93.207,On,cisco,Trung,PhuYen_TDMIP,
666,TDM-IP,Cisco,LSW-PYSH05,10.174.93.209,On,cisco,Trung,PhuYen_TDMIP,
667,TDM-IP,Cisco,LSW-PYSH09,10.250.146.63,On,cisco,Trung,PhuYen_TDMIP,
668,TDM-IP,Cisco,LSW-PYSH10,10.250.146.69,On,cisco,Trung,PhuYen_TDMIP,
669,TDM-IP,Cisco,LSW-PYSH13,10.250.146.37,On,cisco,Trung,PhuYen_TDMIP,
670,TDM-IP,Cisco,LSW-PYSH15,10.174.93.212,On,cisco,Trung,PhuYen_TDMIP,
671,TDM-IP,Cisco,LSW-PYSH16,10.174.93.213,On,cisco,Trung,PhuYen_TDMIP,
672,TDM-IP,Cisco,LSW-PYSH18,10.174.93.214,On,cisco,Trung,PhuYen_TDMIP,
673,TDM-IP,Cisco,LSW-PYSH21,10.174.93.215,On,cisco,Trung,PhuYen_TDMIP,
674,TDM-IP,Cisco,LSW-PYSH22,10.250.146.36,On,cisco,Trung,PhuYen_TDMIP,
675,TDM-IP,Cisco,LSW-PYSH26,10.250.146.68,On,cisco,Trung,PhuYen_TDMIP,
676,TDM-IP,Cisco,LSW-PYTA04,10.250.146.30,On,cisco,Trung,PhuYen_TDMIP,
677,TDM-IP,Cisco,LSW-PYTA15,10.174.93.221,On,cisco,Trung,PhuYen_TDMIP,
678,TDM-IP,Cisco,LSW-PYTA20,10.250.146.23,On,cisco,Trung,PhuYen_TDMIP,
679,TDM-IP,Cisco,LSW-PYTA22,10.250.146.28,On,cisco,Trung,PhuYen_TDMIP,
680,TDM-IP,Cisco,LSW-PYTA24,10.250.146.31,On,cisco,Trung,PhuYen_TDMIP,
681,TDM-IP,Cisco,LSW-PYTA26,10.250.146.22,On,cisco,Trung,PhuYen_TDMIP,
682,TDM-IP,Cisco,LSW-PYTA27,10.174.93.222,On,cisco,Trung,PhuYen_TDMIP,
683,TDM-IP,Cisco,LSW-PYTA28,10.250.146.24,On,cisco,Trung,PhuYen_TDMIP,
684,TDM-IP,Cisco,LSW-PYTA31,10.250.146.29,On,cisco,Trung,PhuYen_TDMIP,
685,TDM-IP,Cisco,LSW-PYTA35,10.250.146.27,Lock,cisco,Trung,PhuYen_TDMIP,
686,TDM-IP,Cisco,LSW-PYTA39,10.250.146.73,On,cisco,Trung,PhuYen_TDMIP,
687,TDM-IP,Cisco,LSW-PYTA40,10.250.146.21,On,cisco,Trung,PhuYen_TDMIP,
688,TDM-IP,Cisco,LSW-PYTA41,10.250.146.70,On,cisco,Trung,PhuYen_TDMIP,
689,TDM-IP,Cisco,LSW-PYTA42,10.250.146.26,On,cisco,Trung,PhuYen_TDMIP,
690,TDM-IP,Cisco,LSW-PYTA44,10.250.146.25,On,cisco,Trung,PhuYen_TDMIP,
691,TDM-IP,Cisco,LSW-PYTA47,10.250.146.33,On,cisco,Trung,PhuYen_TDMIP,
692,TDM-IP,Cisco,LSW-PYTA49,10.174.93.217,Lock,cisco,Trung,PhuYen_TDMIP,
693,TDM-IP,Cisco,LSW-PYTA51,10.250.146.32,Lock,cisco,Trung,PhuYen_TDMIP,
694,TDM-IP,Cisco,LSW-PYTH02,10.250.146.40,On,cisco,Trung,PhuYen_TDMIP,
695,TDM-IP,Cisco,LSW-PYTH04,10.250.146.46,On,cisco,Trung,PhuYen_TDMIP,
696,TDM-IP,Cisco,LSW-PYTH07,10.174.93.225,On,cisco,Trung,PhuYen_TDMIP,
697,TDM-IP,Cisco,LSW-PYTH10,10.174.93.226,Lock,cisco,Trung,PhuYen_TDMIP,
698,TDM-IP,Cisco,LSW-PYTH13,10.174.93.227,Lock,cisco,Trung,PhuYen_TDMIP,
699,TDM-IP,Cisco,LSW-PYTH14,10.174.93.228,On,cisco,Trung,PhuYen_TDMIP,
700,TDM-IP,Cisco,LSW-PYTH15,10.250.146.38,On,cisco,Trung,PhuYen_TDMIP,
701,TDM-IP,Cisco,LSW-PYTH18,10.174.93.229,On,cisco,Trung,PhuYen_TDMIP,
702,TDM-IP,Cisco,LSW-PYTH20,10.250.146.34,On,cisco,Trung,PhuYen_TDMIP,
703,TDM-IP,Cisco,LSW-PYTH22,10.250.146.41,On,cisco,Trung,PhuYen_TDMIP,
704,TDM-IP,Cisco,LSW-PYTH24,10.250.146.45,On,cisco,Trung,PhuYen_TDMIP,
705,TDM-IP,Cisco,LSW-PYTH27,10.250.146.39,On,cisco,Trung,PhuYen_TDMIP,
706,TDM-IP,Cisco,LSW-PYTH28,10.250.146.42,On,cisco,Trung,PhuYen_TDMIP,
707,TDM-IP,Cisco,LSW-PYTH29,10.250.146.35,On,cisco,Trung,PhuYen_TDMIP,
708,TDM-IP,Cisco,LSW-PYTH30,10.250.146.44,On,cisco,Trung,PhuYen_TDMIP,
709,TDM-IP,Cisco,LSW-PYTH31,10.250.146.43,On,cisco,Trung,PhuYen_TDMIP,
710,TDM-TP,Cisco,LSW-PYPY53,10.174.93.165,On,cisco,Trung,PhuYen_TDMIP,
711,Tellabs,Tellabs,Tellabs-HAIRIENG,10.30.233.47,On,tellabsVMS3,Trung,PhuYen_Tellabs,
